customer_city,customer_state,orders_late,late_orders_respect_total_%,days_diference_mean,diagnosis,delay_days
leoberto leal,SC,1,6.67,7 days 18:29:43,Retraso moderado: problemas recurrentes pero no críticos,7.770636574074074
lencois paulista,SP,1,6.67,13 days 14:42:17,Retrasos severos: rutas largas o problemas logísticos regionales,13.61269675925926
laurentino,SC,1,6.67,6 days 23:09:20,Retraso moderado: problemas recurrentes pero no críticos,6.964814814814815
laranjal paulista,SP,1,6.67,14 days 17:28:22,Retrasos severos: rutas largas o problemas logísticos regionales,14.728032407407408
lamim,MG,1,6.67,0 days 18:58:55,Retraso leve: problemas típicos de última hora o reparto urbano,0.7909143518518519
lajeado,RS,1,6.67,7 days 20:52:37,Retraso moderado: problemas recurrentes pero no críticos,7.869872685185185
lagoa santa,MG,1,6.67,0 days 20:35:18,Retraso leve: problemas típicos de última hora o reparto urbano,0.8578472222222222
lagoa salgada,RN,1,6.67,0 days 22:38:38,Retraso leve: problemas típicos de última hora o reparto urbano,0.9434953703703703
lagoa grande,PE,1,6.67,3 days 14:28:03,Retraso moderado: problemas recurrentes pero no críticos,3.6028125
lagoa dourada,MG,1,6.67,5 days 02:28:30,Retraso moderado: problemas recurrentes pero no críticos,5.103125
lagoa da confusao,TO,1,6.67,1 days 16:46:18,Retraso leve: problemas típicos de última hora o reparto urbano,1.6988194444444444
lagoa da canoa,AL,1,6.67,16 days 15:09:29,Retrasos severos: rutas largas o problemas logísticos regionales,16.63158564814815
lagoa,PB,1,6.67,7 days 09:46:28,Retraso moderado: problemas recurrentes pero no críticos,7.407268518518518
juranda,PR,1,6.67,3 days 11:39:35,Retraso moderado: problemas recurrentes pero no críticos,3.485821759259259
julio de castilhos,RS,1,6.67,0 days 11:05:59,Retraso leve: problemas típicos de última hora o reparto urbano,0.46248842592592593
juina,MT,1,6.67,2 days 13:09:00,Retraso leve: problemas típicos de última hora o reparto urbano,2.5479166666666666
luzilandia,PI,1,6.67,3 days 18:22:44,Retraso moderado: problemas recurrentes pero no críticos,3.765787037037037
luziania,GO,1,6.67,0 days 21:05:16,Retraso leve: problemas típicos de última hora o reparto urbano,0.8786574074074074
lucelia,SP,1,7.14,7 days 15:07:01,Retraso moderado: problemas recurrentes pero no críticos,7.629872685185185
campos sales,CE,1,7.14,1 days 22:47:31,Retraso leve: problemas típicos de última hora o reparto urbano,1.949664351851852
campos gerais,MG,1,7.14,3 days 13:26:57,Retraso moderado: problemas recurrentes pero no críticos,3.5603819444444444
campos belos,GO,1,7.14,5 days 16:09:45,Retraso moderado: problemas recurrentes pero no críticos,5.6734375
campo maior,PI,1,7.14,5 days 22:25:59,Retraso moderado: problemas recurrentes pero no críticos,5.934710648148148
campo formoso,BA,1,7.14,6 days 14:03:35,Retraso moderado: problemas recurrentes pero no críticos,6.585821759259259
campo ere,SC,1,7.14,1 days 19:22:43,Retraso leve: problemas típicos de última hora o reparto urbano,1.8074421296296297
campo do tenente,PR,1,7.14,8 days 15:45:14,Retraso moderado: problemas recurrentes pero no críticos,8.656412037037038
campo bom,RS,1,7.14,7 days 22:37:49,Retraso moderado: problemas recurrentes pero no críticos,7.94292824074074
campo alegre de goias,GO,1,7.14,12 days 17:20:34,Retrasos severos: rutas largas o problemas logísticos regionales,12.722615740740741
campo alegre,AL,1,7.14,4 days 08:32:07,Retraso moderado: problemas recurrentes pero no críticos,4.355636574074074
limoeiro do norte,CE,1,7.14,5 days 16:29:16,Retraso moderado: problemas recurrentes pero no críticos,5.6869907407407405
limoeiro,PE,1,7.14,13 days 15:14:28,Retrasos severos: rutas largas o problemas logísticos regionales,13.635046296296297
lima duarte,MG,1,7.14,5 days 00:04:41,Retraso moderado: problemas recurrentes pero no críticos,5.003252314814815
madre de deus,BA,1,7.14,4 days 17:21:32,Retraso moderado: problemas recurrentes pero no críticos,4.7232870370370375
machadinho,RS,1,7.14,29 days 19:44:30,Retrasos severos: rutas largas o problemas logísticos regionales,29.822569444444444
dumont,SP,1,7.14,0 days 13:21:49,Retraso leve: problemas típicos de última hora o reparto urbano,0.5568171296296296
duas barras,RJ,1,7.14,21 days 19:46:58,Retrasos severos: rutas largas o problemas logísticos regionales,21.824282407407406
dourado,SP,1,7.14,3 days 23:18:43,Retraso moderado: problemas recurrentes pero no críticos,3.9713310185185184
dores do rio preto,ES,1,7.14,19 days 17:17:37,Retrasos severos: rutas largas o problemas logísticos regionales,19.72056712962963
domingos martins,ES,1,7.14,19 days 18:15:33,Retrasos severos: rutas largas o problemas logísticos regionales,19.76079861111111
dom pedro,MA,1,7.14,1 days 21:26:30,Retraso leve: problemas típicos de última hora o reparto urbano,1.8934027777777778
dom pedrito,RS,1,7.14,2 days 11:25:48,Retraso leve: problemas típicos de última hora o reparto urbano,2.47625
dom macedo costa,BA,1,7.14,7 days 20:19:52,Retraso moderado: problemas recurrentes pero no críticos,7.84712962962963
dom basilio,BA,1,7.14,0 days 15:56:22,Retraso leve: problemas típicos de última hora o reparto urbano,0.6641435185185185
doce grande,PR,1,7.14,5 days 18:14:28,Retraso moderado: problemas recurrentes pero no críticos,5.760046296296296
divinolandia,SP,1,7.14,1 days 11:32:59,Retraso leve: problemas típicos de última hora o reparto urbano,1.481238425925926
macapa,AP,1,7.14,144 days 16:28:58,Retrasos severos: rutas largas o problemas logísticos regionales,144.6867824074074
macambira,SE,1,7.14,6 days 18:46:50,Retraso moderado: problemas recurrentes pero no críticos,6.782523148148148
macaiba,RN,1,7.14,20 days 12:04:03,Retrasos severos: rutas largas o problemas logísticos regionales,20.5028125
california da barra,RJ,1,7.14,0 days 22:03:52,Retraso leve: problemas típicos de última hora o reparto urbano,0.9193518518518519
maristela,SP,1,7.14,12 days 10:10:37,Retrasos severos: rutas largas o problemas logísticos regionales,12.424039351851851
marco,CE,1,7.14,11 days 16:58:36,Retrasos severos: rutas largas o problemas logísticos regionales,11.707361111111112
marcelino vieira,RN,1,7.14,49 days 17:03:25,Retrasos severos: rutas largas o problemas logísticos regionales,49.71070601851852
maravilha,AL,1,7.14,6 days 07:24:45,Retraso moderado: problemas recurrentes pero no críticos,6.308854166666666
marau,RS,1,7.14,0 days 11:41:58,Retraso leve: problemas típicos de última hora o reparto urbano,0.48747685185185186
maranguape,CE,1,7.69,1 days 17:06:48,Retraso leve: problemas típicos de última hora o reparto urbano,1.7130555555555556
maracaju,MS,1,7.69,0 days 22:42:04,Retraso leve: problemas típicos de última hora o reparto urbano,0.9458796296296297
maracacume,MA,1,7.69,13 days 18:27:39,Retrasos severos: rutas largas o problemas logísticos regionales,13.769201388888888
mara rosa,GO,1,7.69,0 days 15:58:46,Retraso leve: problemas típicos de última hora o reparto urbano,0.6658101851851852
mantena,MG,1,7.69,12 days 15:33:02,Retrasos severos: rutas largas o problemas logísticos regionales,12.647939814814816
manoel viana,RS,1,7.69,0 days 19:12:13,Retraso leve: problemas típicos de última hora o reparto urbano,0.800150462962963
manoel ribas,PR,1,7.69,6 days 15:37:30,Retraso moderado: problemas recurrentes pero no críticos,6.651041666666667
mandirituba,PR,1,7.69,2 days 17:16:27,Retraso leve: problemas típicos de última hora o reparto urbano,2.7197569444444443
mamanguape,PB,1,7.69,22 days 12:59:03,Retrasos severos: rutas largas o problemas logísticos regionales,22.541006944444444
madre de deus de minas,MG,1,7.69,0 days 22:28:43,Retraso leve: problemas típicos de última hora o reparto urbano,0.9366087962962963
deodapolis,MS,1,7.69,5 days 18:12:21,Retraso moderado: problemas recurrentes pero no críticos,5.758576388888889
curitibanos,SC,1,7.69,11 days 22:11:59,Retrasos severos: rutas largas o problemas logísticos regionales,11.924988425925926
cunha pora,SC,1,7.69,3 days 14:46:37,Retraso moderado: problemas recurrentes pero no críticos,3.6157060185185186
cumaru,PE,1,7.69,8 days 16:07:58,Retraso moderado: problemas recurrentes pero no críticos,8.672199074074074
cubati,PB,1,7.69,13 days 09:09:58,Retrasos severos: rutas largas o problemas logísticos regionales,13.381921296296296
cruz das almas,BA,1,7.69,1 days 12:22:29,Retraso leve: problemas típicos de última hora o reparto urbano,1.515613425925926
cruz,CE,1,7.69,12 days 22:04:03,Retrasos severos: rutas largas o problemas logísticos regionales,12.919479166666667
crixas,GO,1,7.69,1 days 18:38:51,Retraso leve: problemas típicos de última hora o reparto urbano,1.7769791666666668
conceicao de macabu,RJ,1,7.69,51 days 14:03:21,Retrasos severos: rutas largas o problemas logísticos regionales,51.585659722222225
conceicao da ibitipoca,MG,1,7.69,17 days 17:03:55,Retrasos severos: rutas largas o problemas logísticos regionales,17.71105324074074
campinapolis,MT,1,7.69,20 days 18:08:28,Retrasos severos: rutas largas o problemas logísticos regionales,20.75587962962963
campina da lagoa,PR,1,7.69,60 days 17:02:26,Retrasos severos: rutas largas o problemas logísticos regionales,60.710023148148146
campestre do maranhao,MA,1,7.69,7 days 14:27:59,Retraso moderado: problemas recurrentes pero no críticos,7.602766203703704
camocim,CE,1,7.69,13 days 00:54:28,Retrasos severos: rutas largas o problemas logísticos regionales,13.037824074074074
camboriu,SC,1,7.69,0 days 16:57:54,Retraso leve: problemas típicos de última hora o reparto urbano,0.706875
camacan,BA,1,7.69,3 days 14:52:21,Retraso moderado: problemas recurrentes pero no críticos,3.6196875
miracema,RJ,1,7.69,4 days 21:19:22,Retraso moderado: problemas recurrentes pero no críticos,4.8884490740740745
mimoso do sul,ES,1,7.69,0 days 18:08:38,Retraso leve: problemas típicos de última hora o reparto urbano,0.7559953703703703
merces,MG,1,7.69,7 days 19:04:41,Retraso moderado: problemas recurrentes pero no críticos,7.794918981481482
mercedes,PR,1,7.69,8 days 15:16:56,Retraso moderado: problemas recurrentes pero no críticos,8.636759259259259
mendonca,SP,1,7.69,3 days 23:26:26,Retraso moderado: problemas recurrentes pero no críticos,3.9766898148148146
medicilandia,PA,1,7.69,2 days 20:19:32,Retraso leve: problemas típicos de última hora o reparto urbano,2.8468981481481483
medianeira,PR,1,7.69,3 days 17:45:05,Retraso moderado: problemas recurrentes pero no críticos,3.739641203703704
matoes do norte,MA,1,7.69,35 days 23:21:21,Retrasos severos: rutas largas o problemas logísticos regionales,35.97315972222222
matinhos,PR,1,7.69,0 days 23:16:22,Retraso leve: problemas típicos de última hora o reparto urbano,0.9696990740740741
mateus leme,MG,1,7.69,20 days 15:51:35,Retrasos severos: rutas largas o problemas logísticos regionales,20.66082175925926
mata roma,MA,1,7.69,1 days 14:05:02,Retraso leve: problemas típicos de última hora o reparto urbano,1.5868287037037037
mata de sao joao,BA,1,7.69,5 days 12:29:09,Retraso moderado: problemas recurrentes pero no críticos,5.5202430555555555
martins soares,MG,1,7.69,3 days 22:28:23,Retraso moderado: problemas recurrentes pero no críticos,3.936377314814815
marmeleiro,PR,1,7.69,42 days 20:32:36,Retrasos severos: rutas largas o problemas logísticos regionales,42.85597222222222
dianopolis,TO,1,7.69,0 days 20:03:58,Retraso leve: problemas típicos de última hora o reparto urbano,0.836087962962963
desembargador otoni,MG,1,7.69,5 days 19:16:48,Retraso moderado: problemas recurrentes pero no críticos,5.803333333333334
mirassol d'oeste,MT,1,7.69,10 days 22:36:36,Retrasos severos: rutas largas o problemas logísticos regionales,10.942083333333333
diogo de vasconcelos,MG,1,7.69,1 days 16:38:43,Retraso leve: problemas típicos de última hora o reparto urbano,1.6935532407407408
italva,RJ,1,7.69,15 days 14:47:40,Retrasos severos: rutas largas o problemas logísticos regionales,15.616435185185185
itaju,SP,1,7.69,1 days 16:47:23,Retraso leve: problemas típicos de última hora o reparto urbano,1.6995717592592592
itaituba,PA,1,7.69,18 days 20:28:37,Retrasos severos: rutas largas o problemas logísticos regionales,18.85320601851852
itaiopolis,SC,1,7.69,6 days 18:43:41,Retraso moderado: problemas recurrentes pero no críticos,6.7803356481481485
itagiba,BA,1,7.69,7 days 23:50:52,Retraso moderado: problemas recurrentes pero no críticos,7.993657407407407
itacoatiara,AM,1,7.69,1 days 22:56:30,Retraso leve: problemas típicos de última hora o reparto urbano,1.9559027777777778
itacare,BA,1,7.69,81 days 15:16:57,Retrasos severos: rutas largas o problemas logísticos regionales,81.63677083333333
itabirito,MG,1,7.69,13 days 13:17:10,Retrasos severos: rutas largas o problemas logísticos regionales,13.553587962962963
itaberaba,BA,1,7.69,8 days 15:21:05,Retraso moderado: problemas recurrentes pero no críticos,8.639641203703704
itabela,BA,1,7.69,1 days 02:36:39,Retraso leve: problemas típicos de última hora o reparto urbano,1.1087847222222222
itabaianinha,SE,1,8.33,2 days 16:50:48,Retraso leve: problemas típicos de última hora o reparto urbano,2.7019444444444445
itaara,RS,1,8.33,1 days 17:49:38,Retraso leve: problemas típicos de última hora o reparto urbano,1.7428009259259258
miranorte,TO,1,8.33,13 days 16:37:06,Retrasos severos: rutas largas o problemas logísticos regionales,13.692430555555555
mirandopolis,SP,1,8.33,0 days 13:32:16,Retraso leve: problemas típicos de última hora o reparto urbano,0.5640740740740741
cabreuva,SP,1,8.33,16 days 19:24:35,Retrasos severos: rutas largas o problemas logísticos regionales,16.808738425925927
morungaba,SP,1,8.33,1 days 15:22:27,Retraso leve: problemas típicos de última hora o reparto urbano,1.6405902777777779
morrinhos,CE,1,8.33,4 days 17:56:26,Retraso moderado: problemas recurrentes pero no críticos,4.747523148148148
monteiropolis,AL,1,8.33,2 days 16:09:38,Retraso leve: problemas típicos de última hora o reparto urbano,2.6733564814814814
monte santo de minas,MG,1,8.33,4 days 07:32:16,Retraso moderado: problemas recurrentes pero no críticos,4.314074074074074
monte gordo,BA,1,8.33,1 days 22:23:20,Retraso leve: problemas típicos de última hora o reparto urbano,1.9328703703703705
monte belo,MG,1,8.33,0 days 19:08:31,Retraso leve: problemas típicos de última hora o reparto urbano,0.7975810185185185
monte azul paulista,SP,1,8.33,0 days 19:44:52,Retraso leve: problemas típicos de última hora o reparto urbano,0.8228240740740741
monte alto,SP,1,8.33,0 days 13:56:52,Retraso leve: problemas típicos de última hora o reparto urbano,0.5811574074074074
montanha,ES,1,8.33,181 days 14:36:39,Retrasos severos: rutas largas o problemas logísticos regionales,181.60878472222223
montadas,PB,1,8.33,2 days 18:48:37,Retraso leve: problemas típicos de última hora o reparto urbano,2.783761574074074
mombuca,SP,1,8.33,15 days 21:19:00,Retrasos severos: rutas largas o problemas logísticos regionales,15.888194444444444
mojui dos campos,PA,1,8.33,0 days 18:47:32,Retraso leve: problemas típicos de última hora o reparto urbano,0.7830092592592592
moju,PA,1,8.33,7 days 14:18:32,Retraso moderado: problemas recurrentes pero no críticos,7.596203703703703
mogi mirim,SP,1,8.33,6 days 19:48:58,Retraso moderado: problemas recurrentes pero no críticos,6.825671296296297
missal,PR,1,8.33,5 days 16:33:12,Retraso moderado: problemas recurrentes pero no críticos,5.689722222222223
nova ponte,MG,1,8.33,10 days 18:51:36,Retrasos severos: rutas largas o problemas logísticos regionales,10.785833333333333
nova petropolis,RS,1,8.33,3 days 15:48:39,Retraso moderado: problemas recurrentes pero no críticos,3.6587847222222223
nova luzitania,SP,1,8.33,8 days 14:49:15,Retraso moderado: problemas recurrentes pero no críticos,8.617534722222222
nova granada,SP,1,8.33,1 days 21:27:37,Retraso leve: problemas típicos de última hora o reparto urbano,1.8941782407407408
nova canaa,BA,1,8.33,13 days 04:28:23,Retrasos severos: rutas largas o problemas logísticos regionales,13.186377314814814
nova andradina,MS,1,8.33,6 days 18:05:21,Retraso moderado: problemas recurrentes pero no críticos,6.753715277777777
nova alvorada do sul,MS,1,8.33,5 days 17:47:19,Retraso moderado: problemas recurrentes pero no críticos,5.7411921296296295
nipoa,SP,1,8.33,1 days 20:08:37,Retraso leve: problemas típicos de última hora o reparto urbano,1.8393171296296296
navirai,MS,1,8.33,27 days 11:02:51,Retrasos severos: rutas largas o problemas logísticos regionales,27.4603125
nao-me-toque,RS,1,8.33,5 days 19:34:18,Retraso moderado: problemas recurrentes pero no críticos,5.815486111111111
muzambinho,MG,1,8.33,0 days 17:57:24,Retraso leve: problemas típicos de última hora o reparto urbano,0.7481944444444445
mussurepe,RJ,1,8.33,17 days 11:22:57,Retrasos severos: rutas largas o problemas logísticos regionales,17.474270833333332
cajuru,SP,1,8.33,13 days 21:37:05,Retrasos severos: rutas largas o problemas logísticos regionales,13.900752314814815
caico,RN,1,8.33,0 days 17:52:20,Retraso leve: problemas típicos de última hora o reparto urbano,0.7446759259259259
cachoeira do sul,RS,1,8.33,18 days 17:12:28,Retrasos severos: rutas largas o problemas logísticos regionales,18.71699074074074
cachoeira do brumado,MG,1,8.33,3 days 21:09:40,Retraso moderado: problemas recurrentes pero no críticos,3.881712962962963
irece,BA,1,8.33,7 days 12:53:50,Retraso moderado: problemas recurrentes pero no críticos,7.53738425925926
iraquara,BA,1,8.33,0 days 17:51:42,Retraso leve: problemas típicos de última hora o reparto urbano,0.7442361111111111
iracemapolis,SP,1,8.33,2 days 16:35:47,Retraso leve: problemas típicos de última hora o reparto urbano,2.6915162037037037
iracema,CE,1,8.33,36 days 21:16:43,Retrasos severos: rutas largas o problemas logísticos regionales,36.886608796296294
ipuiuna,MG,1,8.33,8 days 13:56:13,Retraso moderado: problemas recurrentes pero no críticos,8.58070601851852
ipueira,RN,1,8.33,4 days 17:08:46,Retraso moderado: problemas recurrentes pero no críticos,4.714421296296297
ipua,SP,1,8.33,18 days 14:58:51,Retrasos severos: rutas largas o problemas logísticos regionales,18.62420138888889
ipora do oeste,SC,1,8.33,5 days 16:35:08,Retraso moderado: problemas recurrentes pero no críticos,5.691064814814815
ipora,GO,1,8.33,2 days 16:49:02,Retraso leve: problemas típicos de última hora o reparto urbano,2.700717592592593
ipecaeta,BA,1,9.09,0 days 14:14:38,Retraso leve: problemas típicos de última hora o reparto urbano,0.5934953703703704
ipaporanga,CE,1,9.09,14 days 18:36:45,Retrasos severos: rutas largas o problemas logísticos regionales,14.775520833333333
ipaba,MG,1,9.09,0 days 20:17:35,Retraso leve: problemas típicos de última hora o reparto urbano,0.8455439814814815
inhuma,PI,1,9.09,2 days 22:25:15,Retraso leve: problemas típicos de última hora o reparto urbano,2.934201388888889
inhapi,AL,1,9.09,6 days 16:38:25,Retraso moderado: problemas recurrentes pero no críticos,6.693344907407408
nova redencao,BA,1,9.09,0 days 15:39:01,Retraso leve: problemas típicos de última hora o reparto urbano,0.6520949074074074
nova prata do iguacu,PR,1,9.09,16 days 19:38:43,Retrasos severos: rutas largas o problemas logísticos regionales,16.81855324074074
ouroeste,SP,1,9.09,9 days 17:45:29,Retraso moderado: problemas recurrentes pero no críticos,9.739918981481482
ouro fino,MG,1,9.09,11 days 17:52:51,Retrasos severos: rutas largas o problemas logísticos regionales,11.745034722222222
ouricuri,PE,1,9.09,2 days 14:40:48,Retraso leve: problemas típicos de última hora o reparto urbano,2.611666666666667
ourem,PA,1,9.09,13 days 20:51:37,Retrasos severos: rutas largas o problemas logísticos regionales,13.869178240740741
otacilio costa,SC,1,9.09,7 days 15:29:37,Retraso moderado: problemas recurrentes pero no críticos,7.6455671296296295
oroco,PE,1,9.09,0 days 18:24:58,Retraso leve: problemas típicos de última hora o reparto urbano,0.767337962962963
orizona,GO,1,9.09,10 days 20:08:53,Retrasos severos: rutas largas o problemas logísticos regionales,10.839502314814816
oliveira dos brejinhos,BA,1,9.09,6 days 17:14:50,Retraso moderado: problemas recurrentes pero no críticos,6.718634259259259
olho d'agua das flores,AL,1,9.09,5 days 23:42:03,Retraso moderado: problemas recurrentes pero no críticos,5.987534722222223
oiapoque,AP,1,9.09,0 days 08:38:54,Retraso leve: problemas típicos de última hora o reparto urbano,0.3603472222222222
ocara,CE,1,9.09,4 days 12:50:38,Retraso moderado: problemas recurrentes pero no críticos,4.535162037037037
novo jardim,TO,1,9.09,1 days 16:41:41,Retraso leve: problemas típicos de última hora o reparto urbano,1.695613425925926
novo horizonte,SP,1,9.09,3 days 13:06:39,Retraso moderado: problemas recurrentes pero no críticos,3.546284722222222
novo brasil,ES,1,9.09,126 days 16:41:56,Retrasos severos: rutas largas o problemas logísticos regionales,126.69578703703704
nova venecia,ES,1,9.09,6 days 17:14:56,Retraso moderado: problemas recurrentes pero no críticos,6.718703703703704
nova russas,CE,1,9.09,3 days 15:34:45,Retraso moderado: problemas recurrentes pero no críticos,3.6491319444444446
ingai,MG,1,9.09,7 days 23:28:29,Retraso moderado: problemas recurrentes pero no críticos,7.978113425925926
indiaroba,SE,1,9.09,6 days 13:42:59,Retraso moderado: problemas recurrentes pero no críticos,6.571516203703704
indianopolis,PR,1,9.09,0 days 11:41:30,Retraso leve: problemas típicos de última hora o reparto urbano,0.48715277777777777
imbe,RS,1,9.09,5 days 21:17:28,Retraso moderado: problemas recurrentes pero no críticos,5.88712962962963
ilha solteira,SP,1,9.09,6 days 18:32:50,Retraso moderado: problemas recurrentes pero no críticos,6.772800925925926
ilha dos valadares,PR,1,9.09,11 days 04:04:40,Retrasos severos: rutas largas o problemas logísticos regionales,11.169907407407408
igrejinha,RS,1,9.09,11 days 18:18:36,Retrasos severos: rutas largas o problemas logísticos regionales,11.762916666666667
igreja nova,AL,1,9.09,4 days 17:23:05,Retraso moderado: problemas recurrentes pero no críticos,4.724363425925926
caxambu,MG,1,9.09,10 days 13:49:44,Retrasos severos: rutas largas o problemas logísticos regionales,10.576203703703703
brauna,SP,1,9.09,3 days 11:54:34,Retraso moderado: problemas recurrentes pero no críticos,3.496226851851852
brasilandia de minas,MG,1,9.09,2 days 01:48:52,Retraso leve: problemas típicos de última hora o reparto urbano,2.075601851851852
palmeira dos indios,AL,1,9.09,11 days 20:57:27,Retrasos severos: rutas largas o problemas logísticos regionales,11.873229166666667
palmas,PR,1,9.09,4 days 20:41:21.500000,Retraso moderado: problemas recurrentes pero no críticos,4.862054398148148
palmas,PR,1,9.09,0 days 18:48:18,Retraso leve: problemas típicos de última hora o reparto urbano,0.7835416666666667
padre bernardo,GO,1,9.09,1 days 19:25:03,Retraso leve: problemas típicos de última hora o reparto urbano,1.8090625
pacotuba,ES,1,9.09,2 days 15:51:24,Retraso leve: problemas típicos de última hora o reparto urbano,2.6606944444444443
pacaja,PA,1,9.09,26 days 15:52:29,Retrasos severos: rutas largas o problemas logísticos regionales,26.66144675925926
paraju,ES,1,9.09,1 days 13:30:14,Retraso leve: problemas típicos de última hora o reparto urbano,1.562662037037037
paraipaba,CE,1,9.09,5 days 18:18:31,Retraso moderado: problemas recurrentes pero no críticos,5.762858796296296
paraibuna,SP,1,9.09,10 days 17:58:51,Retrasos severos: rutas largas o problemas logísticos regionales,10.749201388888888
paracuru,CE,1,9.09,6 days 17:03:09,Retraso moderado: problemas recurrentes pero no críticos,6.710520833333334
papucaia,RJ,1,9.09,1 days 18:18:30,Retraso leve: problemas típicos de última hora o reparto urbano,1.7628472222222222
panambi,RS,1,9.09,18 days 10:47:38,Retrasos severos: rutas largas o problemas logísticos regionales,18.44974537037037
palotina,PR,1,9.09,4 days 14:57:31,Retraso moderado: problemas recurrentes pero no críticos,4.623275462962963
palmitos,SC,1,9.09,6 days 00:42:49,Retraso moderado: problemas recurrentes pero no críticos,6.029733796296297
palmital,SP,1,9.09,17 days 18:18:28,Retrasos severos: rutas largas o problemas logísticos regionales,17.762824074074075
palmeiras de goias,GO,1,9.09,10 days 14:51:15,Retrasos severos: rutas largas o problemas logísticos regionales,10.61892361111111
cabeceira grande,MG,1,9.09,0 days 14:52:25,Retraso leve: problemas típicos de última hora o reparto urbano,0.6197337962962963
buri,SP,1,9.09,7 days 12:15:35,Retraso moderado: problemas recurrentes pero no críticos,7.510821759259259
bueno brandao,MG,1,9.09,0 days 21:48:58,Retraso leve: problemas típicos de última hora o reparto urbano,0.9090046296296296
brumadinho,MG,1,9.09,10 days 16:11:53,Retrasos severos: rutas largas o problemas logísticos regionales,10.67491898148148
breu branco,PA,1,9.09,15 days 15:18:34,Retrasos severos: rutas largas o problemas logísticos regionales,15.637893518518519
brejolandia,BA,1,10.0,0 days 09:49:53,Retraso leve: problemas típicos de última hora o reparto urbano,0.4096412037037037
pato branco,PR,1,10.0,0 days 15:59:31,Retraso leve: problemas típicos de última hora o reparto urbano,0.6663310185185185
catuipe,RS,1,10.0,3 days 17:44:07,Retraso moderado: problemas recurrentes pero no críticos,3.7389699074074074
catu de abrantes,BA,1,10.0,3 days 13:48:18,Retraso moderado: problemas recurrentes pero no críticos,3.5752083333333333
catende,PE,1,10.0,1 days 22:08:38,Retraso leve: problemas típicos de última hora o reparto urbano,1.922662037037037
castro,PR,1,10.0,2 days 12:54:29,Retraso leve: problemas típicos de última hora o reparto urbano,2.5378356481481483
cassilandia,MS,1,10.0,1 days 21:17:58,Retraso leve: problemas típicos de última hora o reparto urbano,1.8874768518518519
